id,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,year,classLabel
<2433709.1075855674079.JavaMail.evans@thyme>,0.8499726653,0.0166678764,0.016671801,0.0166666657,0.0166678857,0.0166734233,0.016670003500000002,0.016669387,0.0166721921,0.016668072,2000,3
<13455757.1075855671541.JavaMail.evans@thyme>,0.0166705605,0.0166718904,0.0166674908,0.0166669749,0.6833153962999999,0.1833333075,0.0166671909,0.0166668426,0.016671339,0.016669007,2000,3
<15113129.1075855691323.JavaMail.evans@thyme>,0.0166705623,0.016671897800000002,0.0166674908,0.0166669767,0.6833150387000001,0.18333332239999997,0.0166671928,0.0166668426,0.0166716818,0.0166690089,2000,3
<29564732.1075855696074.JavaMail.evans@thyme>,0.3193027377,0.2197734416,0.0,0.0,0.0225844029,0.0,0.20778445899999998,0.1540718377,0.054933410099999996,0.0175489224,2001,3
<18032829.1075855725675.JavaMail.evans@thyme>,0.3193150461,0.2197714448,0.0,0.0,0.0225843079,0.0,0.2077752501,0.15407119689999998,0.0549327582,0.017549203700000002,2001,3
<10440612.1075855710265.JavaMail.evans@thyme>,0.3193136454,0.2197707891,0.0,0.0,0.0225818641,0.0,0.2077756375,0.1540717334,0.054933168,0.017552454,2001,3
<12866758.1075855673970.JavaMail.evans@thyme>,0.43927493689999997,0.0,0.1485919952,0.0,0.0936644375,0.0,0.0,0.036925066299999997,0.2561586201,0.0192305055,2000,3
<25611018.1075855691707.JavaMail.evans@thyme>,0.43927761909999996,0.0,0.1485940665,0.0,0.09366451949999999,0.0,0.0,0.0369251855,0.2561537027,0.0192305259,2000,3
<26353249.1075855671947.JavaMail.evans@thyme>,0.4392800927,0.0,0.1485947818,0.0,0.0936645046,0.0,0.0,0.0369252525,0.2561503947,0.0192305408,2000,3
<13522220.1075855726252.JavaMail.evans@thyme>,0.4200055003,0.020000834,0.0199999996,0.0199999996,0.22000220420000002,0.0199999996,0.21999073030000002,0.0200002231,0.0200005397,0.0199999996,2001,3
<27871402.1075855696648.JavaMail.evans@thyme>,0.42000561950000004,0.0200007781,0.0199999996,0.0199999996,0.22000220420000002,0.0199999996,0.21999068559999999,0.0200002231,0.020000513600000002,0.0199999996,2001,3
<26507346.1075855725523.JavaMail.evans@thyme>,0.4199956059,0.0199999996,0.2199957073,0.0199999996,0.0199999996,0.0199999996,0.0200084299,0.0200008824,0.21999928359999998,0.0200000759,2001,3
<5521229.1075855695875.JavaMail.evans@thyme>,0.4199985564,0.0200000014,0.21999569239999997,0.0200000014,0.0200000014,0.0200000014,0.0200054999,0.0200008824,0.2199993134,0.020000077800000002,2001,3
<19400637.1075855691771.JavaMail.evans@thyme>,0.22000126539999998,0.0199999996,0.020001228899999998,0.0199999996,0.0200001858,0.22447219489999998,0.0200016331,0.020000189499999998,0.4155209959,0.020002327900000002,2000,3
<4100112.1075855672012.JavaMail.evans@thyme>,0.22000126539999998,0.0199999996,0.020001228899999998,0.0199999996,0.0200001858,0.2244710177,0.0200016238,0.020000189499999998,0.41552215810000004,0.0200023595,2000,3
<18683339.1075855725177.JavaMail.evans@thyme>,0.25565195079999997,0.0,0.0620726496,0.033960849,0.4310757816,0.0,0.0493554436,0.030581634500000007,0.1149699017,0.020269799999999998,2001,3
<2895869.1075855710690.JavaMail.evans@thyme>,0.2556497753,0.0,0.0620661974,0.0339600295,0.4310762882,0.0,0.0493732803,0.030582418700000006,0.1149599925,0.0202700626,2001,3
<28301777.1075855695528.JavaMail.evans@thyme>,0.2556481063,0.0,0.062060926100000004,0.0339595675,0.4310767055,0.0,0.0493878275,0.030582781899999998,0.1149518639,0.020270275,2001,3
<19816165.1075855671691.JavaMail.evans@thyme>,0.39379191399999997,0.0,0.1681489497,0.0,0.1255004555,0.0,0.0956185833,0.0536891036,0.134329766,0.0240816884,2000,3
<20758726.1075855691471.JavaMail.evans@thyme>,0.3937898278,0.0,0.16813622420000002,0.0,0.1255011112,0.0,0.09572958949999999,0.0536979139,0.1342175752,0.0240882002,2000,3
<13047721.1075855674166.JavaMail.evans@thyme>,0.3937855363,0.0,0.1681424677,0.0,0.12550337609999998,0.0,0.09569948910000001,0.05369470269999999,0.13424645359999998,0.024088433,2000,3
<8109671.1075855691984.JavaMail.evans@thyme>,0.025006214199999998,0.025000466000000002,0.0250000618,0.2750001252,0.0250000004,0.0250000004,0.5249912739,0.0250007119,0.025000980099999997,0.0250001494,2000,3
<17874992.1075855672228.JavaMail.evans@thyme>,0.0250062477,0.025000466000000002,0.0250000618,0.2750001252,0.0250000004,0.0250000004,0.5249912739,0.0250007119,0.025000980099999997,0.0250001494,2000,3
<25485730.1075855696835.JavaMail.evans@thyme>,0.025003362400000003,0.025003736800000002,0.0250024777,0.0250002183,0.025017062200000002,0.0249999966,0.0250003729,0.0250001233,0.7749705911,0.0250019711,2001,3
<24210844.1075855726439.JavaMail.evans@thyme>,0.0250033643,0.0250037387,0.0250024796,0.025000222000000002,0.0250144806,0.0250000004,0.025000376600000002,0.025000127,0.7749732733,0.0250019729,2001,3
<14791578.1075855696669.JavaMail.evans@thyme>,0.0250000004,0.0250080191,0.2749899626,0.0250000004,0.2749931216,0.0250000004,0.0250000004,0.0250000004,0.2749985456,0.025010334300000003,2001,3
<14958748.1075855696582.JavaMail.evans@thyme>,0.224966675,0.0,0.0643095002,0.0,0.21820589899999998,0.0,0.1590480357,0.0851223394,0.217097491,0.026901589700000002,2001,3
<32606432.1075855726188.JavaMail.evans@thyme>,0.2249684334,0.0,0.064310357,0.0,0.218205139,0.0,0.1590370387,0.0851235762,0.21710015829999998,0.026906851699999998,2001,3
<19109330.1075855725826.JavaMail.evans@thyme>,0.2779075205,0.1789881736,0.06569449599999999,0.0,0.1084641591,0.0,0.1517419815,0.08583137390000001,0.1023825407,0.0275082327,2001,3
<23711632.1075855696233.JavaMail.evans@thyme>,0.2779060006,0.17898727949999998,0.06570555269999999,0.0,0.10846358539999999,0.0,0.1517428756,0.0858190507,0.10238450019999999,0.027509572000000003,2001,3
<8050340.1075855710157.JavaMail.evans@thyme>,0.2779069245,0.17898708579999995,0.06570322070000001,0.0,0.1084637046,0.0,0.151741147,0.0858201087,0.102382049,0.0275142193,2001,3
<14414843.1075855725762.JavaMail.evans@thyme>,0.35645493869999995,0.0,0.0892657712,0.0,0.0,0.0324137472,0.1461425126,0.036898829,0.3029933572,0.0293075331,2001,3
<1824564.1075855710200.JavaMail.evans@thyme>,0.3565030694,0.0,0.0892939642,0.0,0.0,0.032412976,0.14604972300000002,0.0368982255,0.3030094802,0.029309237400000007,2001,3
<15009418.1075855696162.JavaMail.evans@thyme>,0.3565123379,0.0,0.0892976224,0.0,0.0,0.0324130319,0.146056965,0.0368834473,0.3030038178,0.029309475800000002,2001,3
<23135031.1075855726048.JavaMail.evans@thyme>,0.3259082735,0.1247888505,0.0,0.0,0.1604485363,0.0,0.1223739535,0.0732198283,0.1593884975,0.029326034700000007,2001,3
<19258599.1075855709955.JavaMail.evans@thyme>,0.3259068429,0.1247714385,0.0,0.0,0.16045327480000002,0.0,0.1223924235,0.0732193962,0.15937523539999998,0.02933532,2001,3
<28200424.1075855696452.JavaMail.evans@thyme>,0.3259133697,0.124764815,0.0,0.0,0.1604558975,0.0,0.1223832443,0.07322037969999999,0.1593757123,0.029340553999999998,2001,3
<13313266.1075855691301.JavaMail.evans@thyme>,0.033336032200000004,0.0333333351,0.3666650057,0.0333333351,0.0333333351,0.0333333351,0.36666265130000003,0.0333338492,0.0333333351,0.0333357789,2000,3
<7695141.1075855671520.JavaMail.evans@thyme>,0.0333360285,0.0333333351,0.3666650057,0.0333333351,0.0333333351,0.0333333351,0.36666265130000003,0.0333338492,0.0333333351,0.0333357789,2000,3
<27798412.1075855696053.JavaMail.evans@thyme>,0.37636739020000004,0.0692796558,0.0406758301,0.0,0.1427613646,0.0154732419,0.081356518,0.0238785595,0.2152475566,0.034441676000000004,2001,3
<30823244.1075855696690.JavaMail.evans@thyme>,0.2168223113,0.0769443437,0.0885394737,0.0,0.246034652,0.051089666799999996,0.1206678748,0.1231618226,0.0332437046,0.0405547842,2001,3
<15639979.1075855709782.JavaMail.evans@thyme>,0.2168409079,0.0768593699,0.0885307491,0.0,0.2460216135,0.0510927215,0.12058720740000001,0.12311782689999999,0.033446271,0.0405619666,2001,3
<7961236.1075855726295.JavaMail.evans@thyme>,0.21690325440000002,0.0765807033,0.0885025337,0.0,0.2459783256,0.051102828200000006,0.1203179657,0.12297269699999999,0.0341143981,0.0405859575,2001,3
<10083938.1075855695768.JavaMail.evans@thyme>,0.2921131849,0.039031356600000004,0.0,0.0,0.33134537940000003,0.0214079451,0.0938578397,0.0993564576,0.0780139342,0.0426006354,2001,3
<10662150.1075855725416.JavaMail.evans@thyme>,0.2921124101,0.0390308946,0.0,0.0,0.3313456774,0.0214095823,0.0938504264,0.0993549526,0.0780204609,0.0426023193,2001,3
<25962837.1075855710460.JavaMail.evans@thyme>,0.29211103920000003,0.0390306748,0.0,0.0,0.331345737,0.0214131698,0.0938393623,0.0993562043,0.07802616799999999,0.0426043607,2001,3
<15873524.1075855725244.JavaMail.evans@thyme>,0.1203703284,0.1103234142,0.1361043304,0.0,0.1106179431,0.020781293500000002,0.20558440690000002,0.1095354036,0.1356748194,0.046511746900000005,2001,3
<10485876.1075855710623.JavaMail.evans@thyme>,0.12037085,0.110324055,0.1361059844,0.0,0.1106186509,0.0207782835,0.2055841386,0.1095353141,0.135674417,0.0465120263,2001,3
<20885647.1075855695595.JavaMail.evans@thyme>,0.1203723401,0.1103222743,0.136105746,0.0,0.1106175855,0.020782778000000002,0.20558211210000002,0.1095347777,0.1356739849,0.04651213059999999,2001,3
<8520345.1075855725198.JavaMail.evans@thyme>,0.1525474042,0.026573082400000003,0.09440936890000001,0.0,0.16785371300000002,0.0326422974,0.2945657969,0.0285312068,0.1538753957,0.0481819026,2001,3
<28589107.1075855725265.JavaMail.evans@thyme>,0.1525446475,0.026573071299999997,0.09440439939999999,0.0,0.167852208,0.0326465219,0.2945648432,0.0285365973,0.15387558939999998,0.0481823273,2001,3
<12157190.1075855695617.JavaMail.evans@thyme>,0.1525498182,0.026572993,0.0944054127,0.0,0.1678560972,0.0326457359,0.29456561800000003,0.028536059,0.1538660675,0.048182413,2001,3
<15517078.1075855710600.JavaMail.evans@thyme>,0.1525715292,0.026572952,0.0944135264,0.0,0.1678726673,0.0326388031,0.2945681512,0.0285325702,0.1538274735,0.0481825359,2001,3
<32474521.1075855710668.JavaMail.evans@thyme>,0.15255512300000001,0.0265730154,0.0944076031,0.0,0.167862758,0.0326442346,0.2945664525,0.0285382606,0.15385003390000002,0.0481827147,2001,3
<353722.1075855695551.JavaMail.evans@thyme>,0.1525551379,0.026572875699999998,0.0943998992,0.0,0.16785441339999999,0.032651130099999995,0.2945596278,0.028541248300000002,0.1538622379,0.048183623700000004,2001,3
<12970945.1075855695638.JavaMail.evans@thyme>,0.050000000700000005,0.050000000700000005,0.050000000700000005,0.050000000700000005,0.5500000119,0.050000000700000005,0.050000000700000005,0.050000000700000005,0.050000000700000005,0.050000000700000005,2001,3
<31210027.1075855725287.JavaMail.evans@thyme>,0.0500000045,0.0500000045,0.0500000045,0.0500000045,0.5500000119,0.0500000045,0.0500000045,0.0500000045,0.0500000045,0.0500000045,2001,3
<11401747.1075855709912.JavaMail.evans@thyme>,0.3248201311,0.12033083289999999,0.06407398730000001,0.0,0.1349660307,0.0,0.1461152732,0.0,0.15188409390000002,0.0537546426,2001,3
<5328095.1075855726091.JavaMail.evans@thyme>,0.3248302341,0.1203281805,0.0640930757,0.0,0.1349658966,0.0,0.1460877508,0.0,0.1518833786,0.053756445599999994,2001,3
<14202661.1075855696495.JavaMail.evans@thyme>,0.3248274922,0.12033144380000001,0.0640721545,0.0,0.13496531550000002,0.0,0.1461118758,0.0,0.1518802047,0.053756501500000005,2001,3
<13863070.1075855696430.JavaMail.evans@thyme>,0.1963488013,0.08593543619999999,0.0674344972,0.010040786099999999,0.1422004253,0.0225563683,0.21069552,0.0608186349,0.1494180709,0.0545515046,2001,3
<13229036.1075855709978.JavaMail.evans@thyme>,0.19635048510000008,0.0859334916,0.0674340576,0.0100407768,0.1422028393,0.022556331000000002,0.2106985003,0.060818772800000004,0.1494129002,0.054551888300000004,2001,3
<10842131.1075855726025.JavaMail.evans@thyme>,0.1963488162,0.0859337896,0.0674353242,0.01004091,0.1422016174,0.022556342200000003,0.21069492399999998,0.060817413,0.14941826460000002,0.0545525737,2001,3
<24677137.1075855725220.JavaMail.evans@thyme>,0.1574246138,0.0347761773,0.0977027267,0.0175699554,0.14348679779999998,0.0369600281,0.2839023471,0.0362835117,0.1369806677,0.0549131408,2001,3
<5878808.1075855695572.JavaMail.evans@thyme>,0.157423839,0.034776162400000005,0.0977021307,0.0175697785,0.1434861422,0.0369602814,0.2839014232,0.0362848155,0.1369820088,0.0549134463,2001,3
<8249290.1075855710646.JavaMail.evans@thyme>,0.157426104,0.034776136299999996,0.0977002606,0.017569432,0.1434877366,0.036960832799999996,0.2839020491,0.036287851600000004,0.1369760334,0.0549135283,2001,3
<9737645.1075855709746.JavaMail.evans@thyme>,0.2419234663,0.0507293642,0.1666010767,0.0,0.09729778019999999,0.0236849505,0.1270813346,0.0412762761,0.1952890605,0.055215627,2001,3
<4668224.1075855726338.JavaMail.evans@thyme>,0.2419235706,0.05072923,0.16659851369999998,0.0,0.0972976461,0.023684898399999998,0.12708145380000002,0.0412760638,0.195289135,0.0552184433,2001,3
<6835360.1075855696733.JavaMail.evans@thyme>,0.2419240177,0.0507289618,0.1665935367,0.0,0.0972973779,0.0236849505,0.1270811707,0.0412754714,0.19528938829999998,0.0552241169,2001,3
<22176811.1075855709847.JavaMail.evans@thyme>,0.2470371127,0.0642447248,0.0224976689,0.0113286059,0.1429586262,0.0606111921,0.19342722,0.042801450899999996,0.1501119137,0.0649815053,2001,3
<26738475.1075855726157.JavaMail.evans@thyme>,0.2470370531,0.0642447695,0.022497327999999997,0.011328603100000001,0.1429586411,0.0606111772,0.1934273243,0.0428015962,0.1501119584,0.0649815351,2001,3
<8212312.1075855696560.JavaMail.evans@thyme>,0.24703770879999998,0.0642452911,0.0224945955,0.0113285901,0.1429587007,0.060611054299999995,0.1934282929,0.0428017303,0.1501122266,0.0649818107,2001,3
<21116899.1075855710330.JavaMail.evans@thyme>,0.263402164,0.0,0.1366845667,0.0,0.133236587,0.0,0.1558236331,0.043979946500000006,0.19323007760000002,0.0693568587,2001,3
<13910173.1075855695984.JavaMail.evans@thyme>,0.26340207460000004,0.0,0.1366852671,0.0,0.1332376152,0.0,0.15582403539999998,0.043971583200000004,0.1932240278,0.0693692788,2001,3
<5057506.1075855725631.JavaMail.evans@thyme>,0.2634043396,0.0,0.1366869658,0.0,0.1332383603,0.0,0.1558253318,0.0439687297,0.1932139695,0.06937617809999999,2001,3
<6799599.1075855696342.JavaMail.evans@thyme>,0.1849959791,0.1028972343,0.052292354400000005,0.0,0.1300923973,0.0241192654,0.22773219649999998,0.0472125635,0.1514951587,0.071273528,2001,3
<1710393.1075855725934.JavaMail.evans@thyme>,0.18499596420000008,0.1028972343,0.052292216600000004,0.0,0.1300924867,0.024119272799999997,0.2277325839,0.0472126305,0.1514946967,0.0712736025,2001,3
<26888571.1075855710069.JavaMail.evans@thyme>,0.1849956065,0.1028972119,0.052292369299999995,0.0,0.13009242710000002,0.0241192821,0.2277325392000001,0.0472125635,0.1514949501,0.0712737292,2001,3
<19553083.1075855709659.JavaMail.evans@thyme>,0.23316858710000002,0.2118101865,0.0874640346,0.0,0.0365235135,0.0246724654,0.053482309000000006,0.0944439173,0.1859998107,0.0714546815,2001,3
<20158427.1075855696877.JavaMail.evans@thyme>,0.2331663817,0.21180984379999998,0.08746390039999999,0.0,0.036523614100000004,0.024672487799999997,0.05348721519999999,0.09444341810000001,0.18599736690000002,0.0714552626,2001,3
<6127081.1075855726482.JavaMail.evans@thyme>,0.23316331210000002,0.2118095011,0.0874637738,0.0,0.0365237333,0.0246725287,0.05349475150000002,0.0944426358,0.1859937608,0.0714554861,2001,3
<14134673.1075855725697.JavaMail.evans@thyme>,0.1564927697,0.0,0.16829718649999995,0.041017342400000004,0.2510634363,0.0,0.1975362748,0.0,0.1053803936,0.07432907820000001,2001,3
<20430828.1075855696096.JavaMail.evans@thyme>,0.1564910561,0.0,0.1682966948,0.0410172939,0.25106334690000004,0.0,0.1975389868,0.0,0.1053776816,0.07433144,2001,3
<11049007.1075855710243.JavaMail.evans@thyme>,0.1564936787,0.0,0.1682833135,0.0410158746,0.2510618269,0.0,0.1975486726,0.0,0.1053441092,0.074368991,2001,3
<6780219.1075855725544.JavaMail.evans@thyme>,0.2535044253,0.0180651657,0.0926501527,0.0,0.2229315192,0.0,0.12098993359999999,0.022168234,0.1920729429,0.07523605230000001,2001,3
<17302921.1075855695897.JavaMail.evans@thyme>,0.2535044253,0.0180652179,0.0926510468,0.0,0.2229322195,0.0,0.12099231029999999,0.022166594900000003,0.1920704544,0.0752361268,2001,3
<30254948.1075855710222.JavaMail.evans@thyme>,0.0961275399,0.0553239845,0.035303503300000004,0.0,0.22668449579999997,0.0,0.0680984855,0.0781872496,0.35793283579999996,0.0796017796,2001,3
<14141753.1075855725740.JavaMail.evans@thyme>,0.0961298645,0.0553239658,0.0353033096,0.0,0.22668589649999998,0.0,0.0680896416,0.0781874582,0.357937485,0.0796023235,2001,3
<33307764.1075855696139.JavaMail.evans@thyme>,0.096129939,0.0553239919,0.035303399,0.0,0.22668600079999998,0.0,0.0680886507,0.07818757,0.3579379618,0.0796023756,2001,3
<1715272.1075855726069.JavaMail.evans@thyme>,0.2495163232,0.07695420089999999,0.0,0.0,0.22937810420000002,0.0,0.035844799100000005,0.17412804070000001,0.14128217099999998,0.08406954259999999,2001,3
<8178327.1075855696474.JavaMail.evans@thyme>,0.2495103478,0.0769390464,0.0,0.0,0.2293716371,0.0,0.035709615800000004,0.1741546243,0.14141407609999998,0.08407383410000001,2001,3
<33359925.1075855709933.JavaMail.evans@thyme>,0.2495045364,0.0769242793,0.0,0.0,0.22936528920000002,0.0,0.035577274900000004,0.1741805673,0.1415431648,0.0840780511,2001,3
<16352172.1075855696856.JavaMail.evans@thyme>,0.3452659845,0.0,0.0,0.049300603600000006,0.0721872896,0.0376439877,0.0700058788,0.0,0.33275032039999997,0.0842717811,2001,3
<30625995.1075855726460.JavaMail.evans@thyme>,0.3452625573,0.0,0.0,0.0493103862,0.0721869022,0.0376434065,0.0699808896,0.0,0.3327558637,0.0842858702,2001,3
<14561005.1075855696007.JavaMail.evans@thyme>,0.23248703780000002,0.1480426043,0.1087808609,0.0,0.1299663931,0.0498631224,0.1114220023,0.082704708,0.050717659299999995,0.08495170619999999,2001,3
<17348460.1075855710309.JavaMail.evans@thyme>,0.2324913442,0.14804181460000002,0.108772859,0.0,0.129967168,0.0498630591,0.11142327640000001,0.0827047527,0.050712514699999996,0.0849593431,2001,3
<8142619.1075855725654.JavaMail.evans@thyme>,0.2325008512,0.1480389535,0.10875158759999999,0.0,0.1299680918,0.0498629138,0.11142205449999999,0.0827049762,0.050705779299999997,0.0849809349,2001,3
<16336441.1075855726417.JavaMail.evans@thyme>,0.8479274511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094921492,2001,3
<27556598.1075855696813.JavaMail.evans@thyme>,0.8479255438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949234217,2001,3
<30122749.1075855709680.JavaMail.evans@thyme>,0.8479093312999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09493933619999999,2001,3
<30548078.1075855696298.JavaMail.evans@thyme>,0.5052076578,0.0,0.0,0.0,0.2306492478,0.0,0.1254884899,0.0,0.0,0.0957887918,2001,3
<23430097.1075855710112.JavaMail.evans@thyme>,0.5052195787,0.0,0.0,0.0,0.23064816,0.0,0.1254464239,0.0,0.0,0.09582003210000001,2001,3
<13838128.1075855725890.JavaMail.evans@thyme>,0.5052346587,0.0,0.0,0.0,0.23064735530000002,0.0,0.1254189759,0.0,0.0,0.0958331823,2001,3
<3680582.1075855673864.JavaMail.evans@thyme>,0.2779058218,0.0569844954,0.0259021036,0.0,0.13352264460000002,0.0112051824,0.1403857619,0.1265721768,0.1273227483,0.09937210380000001,2000,3
<5112524.1075855691942.JavaMail.evans@thyme>,0.2779057026,0.056984521399999995,0.0259019025,0.0,0.1335226148,0.0112051824,0.1403858662,0.1265721619,0.1273229271,0.09937214109999999,2000,3
<23721876.1075855672186.JavaMail.evans@thyme>,0.27790173890000003,0.05698508400000001,0.0258945283,0.0,0.13352184,0.0112051824,0.14038941259999999,0.12657177449999998,0.1273294985,0.09937398880000001,2000,3
<33097150.1075855695661.JavaMail.evans@thyme>,0.1855813861,0.023935591800000003,0.06650885940000001,0.0,0.110998407,0.0436645225,0.2039280534,0.11746867,0.14066183570000002,0.10642611240000001,2001,3
<24048786.1075855725309.JavaMail.evans@thyme>,0.185587585,0.023934871,0.0665078834,0.0,0.1110041812,0.043664038200000005,0.2039321214,0.1174663976,0.1406395286,0.10643685609999999,2001,3
<1550172.1075855710578.JavaMail.evans@thyme>,0.18558950719999998,0.0239347741,0.0665089637,0.0,0.1110061035,0.0436636321,0.203938067,0.11747302119999999,0.14061988890000002,0.10643949359999999,2001,3
<21041312.1075855725847.JavaMail.evans@thyme>,0.19746345280000002,0.09006609019999999,0.1556781381,0.0806239545,0.065240778,0.0,0.10337412359999999,0.0,0.19081555309999998,0.1121907309,2001,3
<28968716.1075855696255.JavaMail.evans@thyme>,0.19746385510000009,0.09007239339999999,0.1556697339,0.0806233659,0.06523135299999999,0.0,0.1033794954,0.0,0.1908180118,0.11219460519999999,2001,3
<21575259.1075855725480.JavaMail.evans@thyme>,0.09526406970000001,0.052425947,0.11737979949999999,0.0,0.1351578236,0.0864575952,0.1468174309,0.0205638707,0.2322202027,0.1127231643,2001,3
<33002472.1075855710395.JavaMail.evans@thyme>,0.0952648148,0.0524159707,0.11738105119999999,0.0,0.1351663023,0.08645954730000001,0.1468167007,0.0205580369,0.23222066460000002,0.1127267405,2001,3
<14900810.1075855695833.JavaMail.evans@thyme>,0.0952649191,0.0524144135,0.1173809767,0.0,0.13516700269999998,0.0864596218,0.1468165666,0.020558055500000002,0.2322208881,0.1127273962,2001,3
<28830232.1075855696211.JavaMail.evans@thyme>,0.0,0.0,0.0920207277,0.0,0.5550586581,0.0,0.0,0.1770647168,0.0,0.1258466393,2001,3
<9831685.1075855725804.JavaMail.evans@thyme>,0.0,0.0,0.09201011810000001,0.0,0.5549998282999999,0.0,0.0,0.177131176,0.0,0.1258495599,2001,3
<21886864.1075855696604.JavaMail.evans@thyme>,0.4942971468,0.0,0.08717281369999999,0.0,0.038545046,0.0,0.0,0.032040920099999995,0.1839462966,0.1556627005,2001,3
<30918433.1075855709825.JavaMail.evans@thyme>,0.49427330490000004,0.0,0.0872603655,0.0,0.0385462604,0.0,0.0,0.0320288055,0.1838933378,0.1556628197,2001,3
<5319717.1075855726209.JavaMail.evans@thyme>,0.49428951740000004,0.0,0.0872032642,0.0,0.0385461263,0.0,0.0,0.032037247000000005,0.1839257628,0.1556630582,2001,3
<29267884.1075855709803.JavaMail.evans@thyme>,0.1964218766,0.0,0.0,0.0,0.4396390617,0.0733207539,0.10098098960000004,0.0,0.0,0.15629552300000002,2001,3
<19490205.1075855726231.JavaMail.evans@thyme>,0.1964188516,0.0,0.0,0.0,0.4395864606,0.0733207613,0.1010358259,0.0,0.0,0.156296283,2001,3
<28852440.1075855696625.JavaMail.evans@thyme>,0.19637312,0.0,0.0,0.0,0.4395820796,0.0733207688,0.1010830775,0.0,0.0,0.1562991738,2001,3
<31380481.1075855672099.JavaMail.evans@thyme>,0.09814038130000001,0.0,0.0769533291,0.0,0.1763099432,0.0,0.1186825186,0.0305307526,0.3317111135,0.1627532989,2000,3
<18916002.1075855691857.JavaMail.evans@thyme>,0.09825459119999999,0.0,0.0769747719,0.0,0.17629443109999998,0.0,0.1184709817,0.030520450299999998,0.3317983747,0.1627677232,2000,3
<18425275.1075855696118.JavaMail.evans@thyme>,0.2386422604,0.0583006367,0.046631552300000004,0.0,0.2711149454,0.0,0.0813071504,0.0,0.1221797839,0.1727315038,2001,3
<29628244.1075855725718.JavaMail.evans@thyme>,0.23864078519999998,0.0582993068,0.046552062000000005,0.0,0.27111124989999996,0.0,0.08131454889999999,0.0,0.1222209781,0.1727688164,2001,3
<17997163.1075855725155.JavaMail.evans@thyme>,0.2783844173,0.0,0.0777547732,0.0,0.1351774782,0.0,0.1617315561,0.0,0.1399471313,0.19033662969999998,2001,3
<25151037.1075855695507.JavaMail.evans@thyme>,0.2786611319,0.0,0.0774637684,0.0,0.13518776,0.0,0.1624352932,0.0,0.1390478313,0.1905361861,2001,3
<22191798.1075855691557.JavaMail.evans@thyme>,0.3351476491,0.2531501651,0.0111169871,0.011111111399999998,0.1443524063,0.0111116255,0.0111115826,0.0111131761,0.011111111399999998,0.20067420600000002,2000,3
<25678616.1075855671777.JavaMail.evans@thyme>,0.3350316286,0.2531707883,0.0111169834,0.011111111399999998,0.1443465948,0.0111116255,0.0111115826,0.0111131771,0.011111111399999998,0.20077535510000002,2000,3
<6152859.1075855691814.JavaMail.evans@thyme>,0.32418820260000003,0.0676140189,0.0,0.0,0.0,0.0,0.08469483259999999,0.0,0.3018571436,0.2008077502,2000,3
<32576327.1075855672057.JavaMail.evans@thyme>,0.3241458833,0.0676151589,0.0,0.0,0.0,0.0,0.08468823130000001,0.0,0.3018601537,0.2008525282,2000,3
<12294950.1075855674145.JavaMail.evans@thyme>,0.0,0.41436535119999995,0.0840499774,0.0,0.2396968752,0.0,0.0,0.0,0.0,0.21902675929999998,2000,3
<20283051.1075855671734.JavaMail.evans@thyme>,0.0,0.4143618047,0.0840518698,0.0,0.2396950275,0.0,0.0,0.0,0.0,0.2190302461,2000,3
<25048691.1075855691514.JavaMail.evans@thyme>,0.0,0.4143540561,0.0840556249,0.0,0.2396902293,0.0,0.0,0.0,0.0,0.2190390825,2000,3
<31751710.1075855671584.JavaMail.evans@thyme>,0.2382387668,0.0100009432,0.010003759499999999,0.010000776500000001,0.1138981357,0.0100003965,0.0100046853,0.0100027127,0.3247594535,0.2630904019,2000,3
<21460187.1075855691365.JavaMail.evans@thyme>,0.2381365597,0.0100009432,0.010003758599999999,0.010000776500000001,0.1138985232,0.0100003965,0.0100046843,0.0100027127,0.3247678876,0.2631838024,2000,3
<3799729.1075855726273.JavaMail.evans@thyme>,0.025000002200000003,0.0250079855,0.025013659100000002,0.025000002200000003,0.2749931216,0.025000002200000003,0.025000002200000003,0.025000002200000003,0.2749980688,0.2749872208,2001,3
<8978681.1075855671904.JavaMail.evans@thyme>,0.4785828292,0.0125020538,0.1478122473,0.0125002004,0.0125004891,0.0125000635,0.0125014931,0.0125009278,0.012503581100000001,0.286096096,2000,3
<24442933.1075855691664.JavaMail.evans@thyme>,0.4778027833,0.012502049099999999,0.1477815509,0.0125002004,0.0125004901,0.0125000644,0.012501495900000001,0.0125009296,0.0125035867,0.286906898,2000,3
<27598897.1075855671563.JavaMail.evans@thyme>,0.3584654331,0.0,0.0,0.0,0.0,0.0,0.0,0.0492193252,0.19924145940000001,0.3723799586,2000,3
<32868928.1075855691344.JavaMail.evans@thyme>,0.3584768474,0.0,0.0,0.0,0.0,0.0,0.0,0.049222223499999995,0.1992247403,0.37238240240000003,2000,3
<24468202.1075855674229.JavaMail.evans@thyme>,0.3584928215,0.0,0.0,0.0,0.0,0.0,0.0,0.0492170937,0.19920602440000001,0.3723902106000001,2000,3
